acquisition_campaignID,NPU_Count,First_GMV,Avg_First_Amount,Median_First_Amount,Total_First_Discount,Avg_First_Discount,Dominant_First_Category,Dominant_Promotion_Type,First_month_min,First_month_max,First_Subsidy_Rate,Repeat_Rate,D7_Retention,D30_Retention,D60_Retention,Avg_Post_Tx,Avg_Post_GMV,Avg_Post_Discount,Post_Non_Promo_Tx_Share,Avg_Post_Category_Count,Avg_Post_Merchant_Count
8203,85,1700000,20000.0,20000.0,1615000,19000.0,Access_Service,voucher,2022-06-01 17:46:21.838,2022-08-23 09:10:13.947,0.95,0.7294117647058823,0.388235294117647,0.5176470588235295,0.5647058823529412,4.905882352941177,299488.7411764706,41227.635294117645,0.5635491606714629,1.1647058823529413,1.7294117647058824
8205,50,2550000,51000.0,50000.0,2450000,49000.0,Access_Service,voucher,2022-06-02 10:33:47.795,2022-07-28 23:26:43.006,0.9607843137254902,0.62,0.26,0.44,0.48,3.08,222422.52,28439.38,0.3571428571428571,1.06,1.44
8208,1,165000,165000.0,165000.0,15000,15000.0,Goods_Transaction,direct discount,2022-06-12 20:49:13.643,2022-06-12 20:49:13.643,0.0909090909090909,1.0,0.0,1.0,1.0,19.0,3711500.0,126000.0,0.5789473684210527,3.0,5.0
8217,4,372300,93075.0,92150.0,60000,15000.0,OnDemand_Service,voucher,2022-06-14 16:47:12.424,2022-07-14 16:03:15.443,0.16116035455278,1.0,0.25,1.0,1.0,8.25,630429.75,52500.0,0.4848484848484848,2.0,3.75
8224,1,156128,156128.0,156128.0,10000,10000.0,Obligation_Payment,voucher,2022-07-04 21:54:35.617,2022-07-04 21:54:35.617,0.0640500102480016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8236,2,437100,218550.0,218550.0,30000,15000.0,Goods_Transaction,voucher,2022-06-01 18:37:57.235,2022-06-05 19:30:58.235,0.0686341798215511,1.0,0.5,1.0,1.0,10.5,1698532.0,47000.0,0.6190476190476191,2.5,3.5
8248,1456,834021178,572816.7431318681,397410.0,72800000,50000.0,Obligation_Payment,voucher,2022-06-01 06:43:41.048,2022-06-22 23:06:01.596,0.0872879513378496,0.8660714285714286,0.2129120879120879,0.5556318681318682,0.7239010989010989,8.218406593406593,2739427.7603021977,23201.21291208791,0.7787899047300685,1.6490384615384617,2.238324175824176
8255,1,267000,267000.0,267000.0,20000,20000.0,Goods_Transaction,voucher,2022-06-24 08:18:02.220,2022-06-24 08:18:02.220,0.0749063670411985,1.0,1.0,1.0,1.0,7.0,1940700.0,20000.0,0.8571428571428571,2.0,3.0
8257,1,288654,288654.0,288654.0,5000,5000.0,Obligation_Payment,voucher,2022-06-17 08:41:28.193,2022-06-17 08:41:28.193,0.0173217762442231,1.0,1.0,1.0,1.0,69.0,4189929.0,36000.0,0.9130434782608696,3.0,8.0
8265,2,193000,96500.0,96500.0,80000,40000.0,Daily_Consumption,voucher,2022-06-18 17:09:23.546,2022-06-24 12:37:17.386,0.4145077720207253,0.5,0.5,0.5,0.5,0.5,46000.0,20000.0,0.0,0.5,0.5
8267,3,1470000,490000.0,500000.0,45000,15000.0,Mobility_Service,direct discount,2022-06-10 11:03:25.871,2022-06-24 17:27:18.634,0.0306122448979591,1.0,0.3333333333333333,0.6666666666666666,1.0,31.666666666666668,2192005.0,14366.666666666666,0.9263157894736842,2.0,2.6666666666666665
8273,4,1415000,353750.0,334000.0,80000,20000.0,Goods_Transaction,direct discount,2022-06-14 22:06:51.109,2022-06-23 09:16:25.752,0.0565371024734982,1.0,0.5,0.75,1.0,9.5,3542844.75,67500.0,0.6052631578947368,1.25,2.0
8276,2,2028700,1014350.0,1014350.0,40000,20000.0,Goods_Transaction,voucher,2022-06-19 12:28:22.255,2022-06-21 20:16:48.884,0.0197170601863262,0.5,0.0,0.0,0.5,7.5,1291859.5,22500.0,0.7333333333333333,1.0,2.0
8279,12,1041473,86789.41666666667,52500.0,180000,15000.0,Daily_Consumption,direct discount,2022-06-15 11:51:00.719,2022-08-19 14:16:49.381,0.1728321329501581,0.75,0.4166666666666667,0.75,0.75,23.666666666666668,3533569.4166666665,69500.0,0.8063380281690141,3.083333333333333,6.083333333333333
8289,419,88280818,210694.07637231503,190000.0,45333818,108195.26968973748,Unknown_Group,direct discount,2022-06-01 22:31:00.267,2022-08-03 17:10:34.815,0.5135183273902152,0.5560859188544153,0.1957040572792363,0.3579952267303102,0.4510739856801909,4.5536992840095465,1022230.7923627686,29168.5584725537,0.7636268343815513,1.0787589498806682,1.3794749403341289
8292,4,653000,163250.0,151500.0,80000,20000.0,Daily_Consumption,direct discount,2022-06-15 17:39:03.054,2022-06-29 22:55:26.122,0.1225114854517611,0.75,0.25,0.5,0.5,2.25,162125.0,2250.0,0.8888888888888888,1.0,1.25
8300,1260,1266076211,1004822.3896825396,574309.0,37800000,30000.0,Obligation_Payment,voucher,2022-06-02 20:26:19.432,2022-11-24 15:05:59.811,0.0298560226245337,0.7793650793650794,0.1682539682539682,0.569047619047619,0.7258964143426295,5.23968253968254,2913029.503968254,11592.90476190476,0.8312632535595275,1.2142857142857142,1.607936507936508
8301,7,12940300,1848614.2857142857,540000.0,140000,20000.0,Obligation_Payment,voucher,2022-07-28 12:57:28.349,2022-12-13 22:44:42.244,0.0108189145537584,0.7142857142857143,0.2857142857142857,0.6666666666666666,1.0,1.8571428571428568,1285959.857142857,25000.0,0.3076923076923077,1.2857142857142858,1.5714285714285714
8309,73,4620280,63291.50684931507,19100.0,1095000,15000.0,Goods_Transaction,direct discount,2022-06-02 09:57:04.762,2022-06-30 21:22:14.751,0.23699862346005,0.7397260273972602,0.4383561643835616,0.589041095890411,0.6164383561643836,16.28767123287671,4486408.863013699,57333.69863013698,0.7611438183347351,1.63013698630137,2.7260273972602738
8324,4,1188000,297000.0,201000.0,100000,25000.0,Unknown_Group,direct discount,2022-06-01 10:28:53.699,2022-06-01 16:29:35.125,0.0841750841750841,0.75,0.0,0.25,0.5,2.75,415158.25,33500.0,0.4545454545454545,1.5,2.0
8356,2,185000,92500.0,92500.0,20000,10000.0,Daily_Consumption,direct discount,2022-07-21 12:29:52.731,2022-08-20 13:53:00.091,0.1081081081081081,1.0,0.0,0.5,0.5,1.5,168290.0,0.0,1.0,1.0,1.0
8359,1,134000,134000.0,134000.0,15000,15000.0,Daily_Consumption,direct discount,2022-08-13 11:09:42.767,2022-08-13 11:09:42.767,0.1119402985074626,1.0,0.0,0.0,1.0,3.0,298500.0,20000.0,0.6666666666666666,2.0,2.0
8384,25,5248301,209932.04,148500.0,750000,30000.0,Goods_Transaction,direct discount,2022-06-04 10:57:54.133,2022-07-29 08:48:13.891,0.14290338911583,0.92,0.56,0.8,0.88,19.32,7416016.24,20918.4,0.9089026915113873,1.88,2.64
8386,1944,42670182,21949.682098765432,10000.0,17496000,9000.0,Access_Service,voucher,2022-06-03 16:04:43.737,2022-07-02 23:39:25.491,0.4100287174776991,0.6779835390946503,0.2289094650205761,0.419753086419753,0.5005144032921811,6.67798353909465,722751.7602880659,14231.366769547323,0.8108149745801879,1.1203703703703705,1.5977366255144032
8388,6,320000,53333.333333333336,40000.0,60000,10000.0,Access_Service,voucher,2022-06-10 21:59:28.854,2022-06-30 19:27:10.048,0.1875,0.5,0.0,0.3333333333333333,0.3333333333333333,9.833333333333334,2320000.0,7333.333333333333,0.847457627118644,0.5,0.8333333333333334
8409,451,87869805,194833.27050997785,100000.0,11275000,25000.0,OnDemand_Service,voucher,2022-06-10 10:33:01.369,2022-07-02 18:08:27.985,0.1283148403481719,0.8514412416851441,0.4789356984478936,0.6762749445676275,0.7583148558758315,14.42128603104213,2932197.4589800444,17809.09756097561,0.9191266912669128,1.804878048780488,2.3702882483370287
8412,14,4624400,330314.28571428574,358900.0,700000,50000.0,Goods_Transaction,direct discount,2022-06-17 22:17:22.779,2022-06-20 14:34:32.700,0.1513709886688002,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.1428571428571428,2.7857142857142856,273493.5,13928.57142857143,0.717948717948718,0.3571428571428571,0.7142857142857143
8417,2,53018,26509.0,26509.0,10000,5000.0,Daily_Consumption,voucher,2022-06-19 20:18:54.423,2022-06-27 19:08:24.659,0.1886151872948809,0.5,0.5,0.5,0.5,31.0,2211845.0,482500.0,0.032258064516129,4.0,13.0
8447,4,40000,10000.0,10000.0,20000,5000.0,Access_Service,voucher,2022-07-01 18:44:05.913,2022-07-13 19:27:40.424,0.5,0.75,0.25,0.5,0.75,9.0,944800.0,59245.0,0.3611111111111111,1.5,3.25
8464,5,2781940,556388.0,445740.0,100000,20000.0,Goods_Transaction,voucher,2022-07-17 14:19:33.175,2022-07-31 13:46:45.952,0.0359461383063617,0.6,0.4,0.6,0.6,8.2,1510644.6,61000.0,0.5609756097560976,1.6,2.2
8466,2,173000,86500.0,86500.0,50000,25000.0,Interactive_Service,voucher,2022-06-25 21:25:40.353,2022-06-30 22:15:11.093,0.2890173410404624,0.5,0.5,0.5,0.5,11.5,1532143.5,22000.0,0.8260869565217391,2.0,2.5
8485,1,68000,68000.0,68000.0,30000,30000.0,Daily_Consumption,voucher,2022-07-13 14:20:31.312,2022-07-13 14:20:31.312,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495,11,1473700,133972.72727272726,107000.0,165000,15000.0,Goods_Transaction,voucher,2022-07-01 18:52:28.514,2022-07-30 20:49:47.922,0.1119630861097916,0.5454545454545454,0.1818181818181818,0.4545454545454545,0.4545454545454545,2.4545454545454546,554944.5454545454,11818.181818181818,0.6666666666666666,1.181818181818182,1.4545454545454546
8500,196,4817900,24581.122448979597,20000.0,1960000,10000.0,Access_Service,voucher,2022-07-05 11:53:44.145,2022-08-30 22:20:16.755,0.4068162477427925,0.5867346938775511,0.2908163265306122,0.4693877551020408,0.5510204081632653,6.178571428571429,343455.5051020408,31113.163265306124,0.620148637489678,1.0255102040816326,1.6887755102040816
8501,31,2958896,95448.25806451614,56179.0,465000,15000.0,Obligation_Payment,voucher,2022-07-11 18:02:46.280,2022-08-18 21:52:07.481,0.1571532084939788,0.3548387096774194,0.2903225806451613,0.2903225806451613,0.2903225806451613,6.419354838709677,2575130.9032258065,55096.77419354839,0.3869346733668342,0.9032258064516128,1.935483870967742
8504,1,100000,100000.0,100000.0,50000,50000.0,Unknown_Group,voucher,2022-08-14 14:56:07.776,2022-08-14 14:56:07.776,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8507,1,250000,250000.0,250000.0,30000,30000.0,Goods_Transaction,voucher,2022-07-16 19:18:39.484,2022-07-16 19:18:39.484,0.12,1.0,1.0,1.0,1.0,20.0,2169050.0,335000.0,0.0,4.0,6.0
8513,2,21700,10850.0,10850.0,10000,5000.0,Access_Service,voucher,2022-07-20 20:13:17.138,2022-08-16 20:13:08.826,0.4608294930875576,0.5,0.5,0.5,0.5,5.0,37400.0,5000.0,0.9,1.5,2.0
8532,29,400000,13793.103448275862,10000.0,58000,2000.0,Access_Service,voucher,2022-07-06 13:01:41.213,2022-09-01 13:41:11.403,0.145,0.6206896551724138,0.3793103448275862,0.4137931034482758,0.5862068965517241,8.206896551724139,292721.8965517241,11792.06896551724,0.8361344537815126,1.0689655172413792,1.6896551724137931
8533,2,96049,48024.5,48024.5,20000,10000.0,Obligation_Payment,voucher,2022-07-25 16:52:15.376,2022-08-17 14:56:46.677,0.2082270507761663,0.5,0.0,0.5,0.5,4.0,70747.0,18500.0,0.5,1.5,1.5
8571,32,4136491,129265.34375,135000.0,1697000,53031.25,Unknown_Group,direct discount,2022-07-02 14:20:52.918,2022-07-31 13:47:21.559,0.410251104136332,0.6875,0.15625,0.5,0.5625,3.375,511199.0625,11150.5625,0.7962962962962963,0.9375,1.21875
8573,30,3965000,132166.66666666666,100000.0,2320000,77333.33333333333,Unknown_Group,direct discount,2022-07-01 15:09:54.361,2022-07-31 09:33:21.255,0.5851197982345523,0.8333333333333334,0.3,0.6666666666666666,0.7666666666666667,5.8,342858.9666666667,17399.666666666668,0.8275862068965517,1.8666666666666667,2.0
8578,196,9310000,47500.0,47500.0,8330000,42500.0,Interactive_Service,direct discount,2022-06-30 09:56:07.258,2022-07-14 22:08:13.768,0.8947368421052632,0.8112244897959183,0.4183673469387755,0.673469387755102,0.7346938775510204,14.826530612244898,1471689.0102040817,16800.658163265307,0.9153475567790778,1.596938775510204,2.0306122448979598
8584,67,16699178,249241.4626865672,249090.0,1675000,25000.0,Unknown_Group,direct discount,2022-07-01 08:56:36.817,2022-07-07 15:49:26.516,0.1003043383332999,0.7164179104477612,0.1492537313432835,0.4328358208955223,0.5074626865671642,6.835820895522388,1186318.223880597,41276.79104477612,0.7860262008733624,1.5522388059701493,2.074626865671642
8585,12,2589010,215750.8333333333,189000.0,180000,15000.0,Goods_Transaction,direct discount,2022-07-31 15:53:48.538,2022-11-26 13:01:34.667,0.0695246445552547,0.6666666666666666,0.1666666666666666,0.4166666666666667,0.5714285714285714,1.3333333333333333,81287.66666666667,0.0,1.0,0.8333333333333334,1.0
8586,2,24020,12010.0,12010.0,18000,9000.0,Access_Service,voucher,2022-07-08 06:30:31.971,2022-07-08 20:55:11.712,0.7493755203996669,0.5,0.5,0.5,0.5,4.0,48660.0,7000.0,0.75,0.5,2.0
8587,9,2927000,325222.22222222225,308000.0,180000,20000.0,Goods_Transaction,direct discount,2022-07-08 11:17:54.622,2022-07-31 11:07:00.844,0.0614964127092586,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,30.22222222222222,2195647.6666666665,51443.333333333336,0.875,2.111111111111111,3.4444444444444446
8589,1164,807407625,693649.162371134,450017.5,58200000,50000.0,Obligation_Payment,voucher,2022-06-23 17:38:04.100,2022-07-27 22:47:13.017,0.072082549381423,0.8805841924398625,0.2938144329896907,0.6254295532646048,0.781786941580756,8.287800687285223,2569524.0103092785,23421.9029209622,0.7722608064683322,1.679553264604811,2.3024054982817868
8590,13,2370000,182307.6923076923,150000.0,650000,50000.0,Unknown_Group,direct discount,2022-07-16 13:18:27.939,2022-07-31 23:59:49.866,0.2742616033755274,0.4615384615384615,0.1538461538461538,0.2307692307692307,0.2307692307692307,4.923076923076923,693474.9230769231,27461.53846153846,0.703125,1.2307692307692308,1.7692307692307692
8597,23,8839000,384304.347826087,290000.0,1150000,50000.0,Mobility_Service,direct discount,2022-07-04 07:41:32.076,2022-08-31 23:05:27.193,0.1301052155221178,0.6086956521739131,0.1739130434782608,0.5217391304347826,0.5652173913043478,3.695652173913044,365548.2608695653,3695.652173913044,0.8941176470588236,1.173913043478261,1.3043478260869563
8612,51,100673968,1973999.3725490195,1460000.0,1530000,30000.0,Obligation_Payment,voucher,2022-07-01 11:09:05.806,2022-08-26 10:42:07.234,0.0151975732197225,0.7058823529411765,0.2352941176470588,0.5294117647058824,0.6666666666666666,8.27450980392157,8279443.843137255,16406.392156862745,0.8175355450236966,1.196078431372549,2.0392156862745097
8613,3,1756559,585519.6666666666,201545.0,150000,50000.0,Obligation_Payment,voucher,2022-07-13 10:25:52.744,2022-07-26 12:13:50.494,0.08539422814719,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.0,1682162.3333333333,20000.0,0.7333333333333333,2.0,2.333333333333333
8625,1,10000,10000.0,10000.0,1000,1000.0,Access_Service,voucher,2022-07-06 20:43:11.620,2022-07-06 20:43:11.620,0.1,1.0,1.0,1.0,1.0,2.0,40000.0,2000.0,0.5,1.0,1.0
8652,1,65000,65000.0,65000.0,5000,5000.0,Financial_Service,voucher,2022-07-12 15:09:53.192,2022-07-12 15:09:53.192,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8653,1,25000,25000.0,25000.0,6000,6000.0,Daily_Consumption,voucher,2022-07-29 08:55:53.044,2022-07-29 08:55:53.044,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8693,6,840000,140000.0,140000.0,90000,15000.0,Interactive_Service,direct discount,2022-07-14 17:09:39.469,2022-07-23 15:07:46.946,0.1071428571428571,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,29.83333333333333,2848166.6666666665,10000.0,0.9608938547486032,1.5,1.5
8695,194,9412185,48516.4175257732,20000.0,1940000,10000.0,Access_Service,voucher,2022-07-04 17:47:40.098,2022-08-02 18:26:06.248,0.2061157956415008,0.711340206185567,0.3608247422680412,0.6030927835051546,0.6494845360824743,10.283505154639176,1008369.4793814434,23658.701030927838,0.8085213032581454,1.2938144329896908,1.9793814432989687
8696,367,19188086,52283.61307901907,27900.0,3670000,10000.0,Access_Service,voucher,2022-07-06 08:41:24.000,2022-08-03 18:49:47.303,0.1912645169507787,0.7438692098092643,0.2343324250681198,0.5204359673024523,0.6321525885558583,8.6566757493188,991435.5885558584,10242.5068119891,0.8835379288637079,1.1907356948228882,1.7002724795640327
8697,2,495340,247670.0,247670.0,20000,10000.0,Goods_Transaction,direct discount,2022-07-06 19:52:54.633,2022-07-06 21:10:18.204,0.040376307182945,0.5,0.5,0.5,0.5,50.0,21201087.0,7500.0,0.98,1.5,1.5
8699,1,532995,532995.0,532995.0,50000,50000.0,Goods_Transaction,direct discount,2022-07-09 18:53:41.207,2022-07-09 18:53:41.207,0.0938095104081651,1.0,0.0,0.0,1.0,18.0,9243349.0,45000.0,0.8333333333333334,3.0,5.0
8705,22,1045000,47500.0,47500.0,1023000,46500.0,Interactive_Service,direct discount,2022-07-08 10:12:50.714,2022-07-19 20:50:52.268,0.9789473684210528,0.7727272727272727,0.4545454545454545,0.7272727272727273,0.7272727272727273,12.227272727272728,2178632.727272727,7317.727272727273,0.933085501858736,1.5,1.7727272727272727
8717,4,190000,47500.0,47500.0,186000,46500.0,Interactive_Service,direct discount,2022-07-08 21:45:39.611,2022-07-17 16:39:14.416,0.9789473684210528,0.75,0.5,0.5,0.5,4.0,333976.75,1250.0,0.9375,1.25,1.25
8721,408,74911860,183607.5,92600.0,6120000,15000.0,OnDemand_Service,voucher,2022-07-08 03:26:19.385,2022-08-01 18:15:20.100,0.081696009149953,0.8112745098039216,0.4534313725490196,0.6593137254901961,0.7475490196078431,13.884803921568627,1992518.443627451,12326.46568627451,0.937334510150044,1.7034313725490196,2.1642156862745097
8723,6,480000,80000.0,80500.0,150000,25000.0,OnDemand_Service,voucher,2022-07-19 13:40:00.781,2022-08-12 15:50:34.158,0.3125,0.8333333333333334,0.0,0.5,0.6666666666666666,14.666666666666666,1154581.0,15000.0,0.9318181818181818,1.8333333333333333,2.5
8724,1,240801,240801.0,240801.0,20000,20000.0,Goods_Transaction,voucher,2022-07-27 13:48:26.864,2022-07-27 13:48:26.864,0.0830561334878177,1.0,1.0,1.0,1.0,23.0,1346981.0,395000.0,0.0,3.0,4.0
8726,2,702000,351000.0,351000.0,100000,50000.0,Goods_Transaction,voucher,2022-07-30 21:17:52.613,2022-07-31 08:14:59.645,0.1424501424501424,0.5,0.5,0.5,0.5,2.0,270500.0,100000.0,0.0,0.5,0.5
8729,5,393000,78600.0,88000.0,150000,30000.0,Financial_Service,voucher,2022-07-23 21:56:08.958,2022-07-29 12:54:37.568,0.3816793893129771,0.6,0.2,0.4,0.6,9.2,687097.0,88600.0,0.3695652173913043,1.6,2.6
8755,1,100000,100000.0,100000.0,20000,20000.0,Financial_Service,voucher,2022-08-05 12:30:59.118,2022-08-05 12:30:59.118,0.2,1.0,0.0,1.0,1.0,37.0,2979565.0,481000.0,0.054054054054054,6.0,19.0
8801,2,99000,49500.0,49500.0,30000,15000.0,Daily_Consumption,direct discount,2022-07-14 12:22:35.150,2022-07-14 15:46:26.676,0.303030303030303,1.0,1.0,1.0,1.0,9.5,385423.5,46500.0,0.3684210526315789,2.0,2.5
8808,3,1126300,375433.3333333333,322100.0,45000,15000.0,Goods_Transaction,voucher,2022-08-03 19:26:53.622,2022-08-27 15:00:01.676,0.0399538311284737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,605348.6666666666,28333.33333333333,0.1666666666666666,1.0,1.0
8810,2,1707400,853700.0,853700.0,40000,20000.0,Goods_Transaction,direct discount,2022-07-17 09:26:48.875,2022-07-18 13:24:55.319,0.0234274335246573,0.5,0.0,0.0,0.0,0.5,1056442.0,0.0,1.0,0.5,0.5
8811,3,2236793,745597.6666666666,589598.0,60000,20000.0,Goods_Transaction,voucher,2022-08-07 19:10:59.783,2022-08-20 19:29:08.852,0.0268241182800554,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,13.666666666666666,3190304.6666666665,60333.333333333336,0.7560975609756098,2.333333333333333,2.6666666666666665
8830,1,10690000,10690000.0,10690000.0,50000,50000.0,Goods_Transaction,direct discount,2022-08-28 10:33:16.054,2022-08-28 10:33:16.054,0.0046772684752104,1.0,1.0,1.0,1.0,13.0,9583260.0,40000.0,0.8461538461538461,5.0,7.0
8833,3,790000,263333.3333333333,259000.0,45000,15000.0,Goods_Transaction,direct discount,2022-08-04 11:33:03.780,2022-08-27 19:42:44.706,0.0569620253164556,1.0,0.3333333333333333,1.0,1.0,12.333333333333334,3872297.6666666665,70000.0,0.6486486486486487,3.0,4.0
8836,62,13729650,221445.96774193548,100000.0,2480000,40000.0,Interactive_Service,direct discount,2022-07-19 09:17:19.146,2022-08-02 22:48:35.685,0.1806309701995316,0.8548387096774194,0.4193548387096774,0.7096774193548387,0.8064516129032258,8.387096774193548,1854961.758064516,4225.4838709677415,0.9403846153846154,1.435483870967742,1.7903225806451613
8851,29,6037268,208181.6551724138,97000.0,261000,9000.0,Access_Service,direct discount,2022-07-28 21:22:22.329,2022-08-21 17:55:43.817,0.0432314748989112,0.7931034482758621,0.1034482758620689,0.5862068965517241,0.7241379310344828,4.172413793103448,720886.9310344828,15862.06896551724,0.768595041322314,1.2413793103448276,1.5517241379310345
8859,1,40000,40000.0,40000.0,10000,10000.0,Goods_Transaction,voucher,2022-08-26 23:35:20.949,2022-08-26 23:35:20.949,0.25,1.0,0.0,0.0,1.0,4.0,21569949.0,40000.0,0.5,2.0,2.0
8862,152,92581546,609089.1184210526,445582.0,7600000,50000.0,Obligation_Payment,voucher,2022-07-30 11:09:20.897,2022-08-23 22:28:08.376,0.0820897935750608,0.868421052631579,0.2302631578947368,0.631578947368421,0.8092105263157895,6.131578947368421,1673178.1973684211,24374.736842105263,0.7027896995708155,1.5460526315789471,2.1907894736842106
8872,2,196000,98000.0,98000.0,80000,40000.0,Daily_Consumption,voucher,2022-08-01 19:20:21.243,2022-08-05 12:31:38.552,0.4081632653061224,1.0,0.0,0.5,0.5,7.5,930433.0,44000.0,0.7333333333333333,2.5,2.5
8888,17,4239250,249367.64705882352,272500.0,255000,15000.0,Goods_Transaction,voucher,2022-08-01 11:44:29.365,2022-08-30 12:34:52.605,0.0601521495547561,0.5294117647058824,0.1764705882352941,0.3529411764705882,0.4117647058823529,1.5294117647058822,152491.70588235295,2352.9411764705883,0.8846153846153846,0.6470588235294118,0.6470588235294118
8898,170,93921520,552479.5294117647,333930.0,850000,5000.0,Goods_Transaction,voucher,2022-10-06 11:00:35.017,2022-12-30 21:29:28.340,0.009050109069785,0.611764705882353,0.3860759493670886,0.7,0.8611111111111112,3.494117647058824,802180.2176470588,7041.176470588235,0.8754208754208754,0.9705882352941176,1.2176470588235293
8899,14,4263234,304516.71428571426,269500.0,140000,10000.0,Unknown_Group,voucher,2022-08-27 14:41:35.629,2022-12-16 12:12:02.655,0.0328389199373058,0.6428571428571429,0.1428571428571428,0.3076923076923077,0.7,12.357142857142858,1604229.9285714286,7642.857142857143,0.9421965317919077,1.1428571428571428,1.7142857142857142
8901,29,13905000,479482.7586206897,285000.0,145000,5000.0,Interactive_Service,voucher,2022-08-21 11:32:12.071,2022-12-20 21:34:04.938,0.0104279036317871,0.8620689655172413,0.4827586206896552,0.7857142857142857,0.8148148148148148,9.93103448275862,2020893.5172413792,2758.620689655173,0.9618055555555556,1.3448275862068966,1.4482758620689655
8908,4,1765000,441250.0,395000.0,80000,20000.0,Mobility_Service,voucher,2022-08-30 23:36:11.601,2022-11-13 10:25:04.560,0.0453257790368272,0.5,0.5,0.5,0.3333333333333333,4.0,480158.5,6250.0,0.875,1.0,1.5
8909,1,504500,504500.0,504500.0,20000,20000.0,Goods_Transaction,voucher,2022-12-24 13:32:48.392,2022-12-24 13:32:48.392,0.0396432111000991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8910,1,410000,410000.0,410000.0,20000,20000.0,Mobility_Service,voucher,2022-10-20 13:31:14.755,2022-10-20 13:31:14.755,0.048780487804878,1.0,1.0,1.0,1.0,5.0,462049.0,20000.0,0.6,2.0,3.0
8911,2,881936,440968.0,440968.0,20000,10000.0,Goods_Transaction,voucher,2022-09-06 16:07:42.005,2022-10-02 12:46:58.545,0.0226773824858039,1.0,1.0,1.0,1.0,22.0,12490420.0,2500.0,0.9772727272727272,2.0,2.0
8915,2,1413000,706500.0,706500.0,60000,30000.0,Goods_Transaction,voucher,2022-10-19 08:58:21.971,2022-11-11 12:55:15.685,0.0424628450106157,0.5,0.0,0.5,1.0,1.0,192000.0,15000.0,0.0,0.5,0.5
8918,2,499200,249600.0,249600.0,40000,20000.0,Goods_Transaction,voucher,2022-12-03 15:23:48.249,2022-12-04 15:20:22.091,0.0801282051282051,0.5,0.0,0.0,0.0,0.5,98200.0,0.0,1.0,0.5,0.5
8919,1,299000,299000.0,299000.0,20000,20000.0,Daily_Consumption,voucher,2022-12-11 16:42:07.474,2022-12-11 16:42:07.474,0.0668896321070234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8922,2,756000,378000.0,378000.0,60000,30000.0,Daily_Consumption,voucher,2022-09-30 17:58:25.579,2022-12-06 16:35:33.439,0.0793650793650793,1.0,0.5,1.0,1.0,7.0,1721988.0,40000.0,0.5714285714285714,3.5,4.5
8926,34,931000,27382.352941176472,20000.0,170000,5000.0,Access_Service,voucher,2022-08-27 12:39:25.915,2022-12-31 14:20:01.306,0.1825993555316863,0.8235294117647058,0.625,0.9,0.9565217391304348,7.088235294117647,361231.9117647059,13088.235294117649,0.8091286307053942,1.1764705882352942,1.7058823529411764
8927,771,37971871,49250.15693904021,20000.0,3855000,5000.0,Access_Service,voucher,2022-08-19 13:55:33.384,2022-12-31 19:59:25.454,0.101522519130016,0.5149156939040207,0.2862849533954727,0.5525876460767947,0.669683257918552,5.232166018158236,478059.9143968872,5137.600518806745,0.9157164105106594,0.8015564202334631,1.1037613488975355
8928,52,37376276,718774.5384615385,341944.5,520000,10000.0,Obligation_Payment,voucher,2022-08-19 21:00:08.581,2022-12-30 17:53:30.798,0.0139125684966581,0.8076923076923077,0.2941176470588235,0.75,0.8409090909090909,6.038461538461538,2059349.0192307688,12378.846153846154,0.8280254777070064,1.3653846153846154,1.8846153846153848
8929,55,86360305,1570187.3636363635,1530000.0,1375000,25000.0,Obligation_Payment,voucher,2022-09-07 22:16:54.059,2022-11-25 08:05:15.466,0.0159216667889257,0.9090909090909092,0.2363636363636363,0.7636363636363637,0.96,4.781818181818182,4755378.4,10200.0,0.7984790874524715,1.4181818181818182,1.8545454545454545
8930,16,4114575,257160.9375,82784.0,160000,10000.0,Obligation_Payment,voucher,2022-09-05 19:34:18.038,2022-12-16 12:40:23.184,0.0388861547061361,0.8125,0.1875,0.8,0.875,3.6875,1098939.375,11687.5,0.6610169491525424,1.25,2.0
8931,12,2448564,204047.0,180000.0,120000,10000.0,Obligation_Payment,voucher,2022-09-06 12:33:41.281,2022-12-26 15:31:25.666,0.0490083167113459,0.6666666666666666,0.3636363636363636,0.6,0.7777777777777778,2.333333333333333,679055.5833333334,2916.6666666666665,0.8214285714285714,1.0833333333333333,1.1666666666666667
