acquisition_campaignID,NPU_Count,Repeat_Rate,D7_Retention,D30_Retention,D60_Retention,Avg_Post_Tx,Avg_Post_GMV,Avg_Post_Discount,Post_Non_Promo_Tx_Share,Avg_Post_Category_Count,Avg_Post_Merchant_Count
8208,1.0,1.0,0.0,1.0,1.0,19.0,3711500.0,126000.0,0.5789473684210527,3.0,5.0
8217,4.0,1.0,0.25,1.0,1.0,8.25,630429.75,52500.0,0.48484848484848486,2.0,3.75
8224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8236,2.0,1.0,0.5,1.0,1.0,10.5,1698532.0,47000.0,0.6190476190476191,2.5,3.5
8248,1456.0,0.8660714285714286,0.2129120879120879,0.5556318681318682,0.7239010989010989,8.218406593406593,2739427.7603021977,23201.21291208791,0.7787899047300685,1.6490384615384615,2.2383241758241756
8255,1.0,1.0,1.0,1.0,1.0,7.0,1940700.0,20000.0,0.8571428571428571,2.0,3.0
8257,1.0,1.0,1.0,1.0,1.0,69.0,4189929.0,36000.0,0.9130434782608695,3.0,8.0
8265,2.0,0.5,0.5,0.5,0.5,0.5,46000.0,20000.0,0.0,0.5,0.5
8267,3.0,1.0,0.3333333333333333,0.6666666666666666,1.0,31.666666666666668,2192005.0,14366.666666666666,0.9263157894736842,2.0,2.6666666666666665
8273,4.0,1.0,0.5,0.75,1.0,9.5,3542844.75,67500.0,0.6052631578947368,1.25,2.0
8276,2.0,0.5,0.0,0.0,0.5,7.5,1291859.5,22500.0,0.7333333333333333,1.0,2.0
8279,12.0,0.75,0.4166666666666667,0.75,0.75,23.666666666666668,3533569.4166666665,69500.0,0.8063380281690141,3.0833333333333335,6.083333333333333
8289,419.0,0.5560859188544153,0.1957040572792363,0.35799522673031026,0.4510739856801909,4.5536992840095465,1022230.7923627686,29168.5584725537,0.7636268343815513,1.0787589498806682,1.3794749403341289
8292,4.0,0.75,0.25,0.5,0.5,2.25,162125.0,2250.0,0.8888888888888888,1.0,1.25
8300,1260.0,0.7793650793650794,0.16825396825396827,0.569047619047619,0.7258964143426295,5.23968253968254,2913029.503968254,11592.904761904761,0.8312632535595275,1.2142857142857142,1.607936507936508
8301,7.0,0.7142857142857143,0.2857142857142857,0.6666666666666666,1.0,1.8571428571428572,1285959.857142857,25000.0,0.3076923076923077,1.2857142857142858,1.5714285714285714
8309,73.0,0.7397260273972602,0.4383561643835616,0.589041095890411,0.6164383561643836,16.28767123287671,4486408.863013699,57333.69863013698,0.7611438183347351,1.63013698630137,2.7260273972602738
8324,4.0,0.75,0.0,0.25,0.5,2.75,415158.25,33500.0,0.45454545454545453,1.5,2.0
8356,2.0,1.0,0.0,0.5,0.5,1.5,168290.0,0.0,1.0,1.0,1.0
